gid,pid,words,sentence_number
6,scwiigxp5,"वैविध्य,वैविध्यों,आंतरिक,ऐक्य,विशिष्टता",2
6,scwiigxp5,त्वचा,3
6,scwiigxp5,"वितरण,नर्मदा",4
6,scwiigxp5,सम्पुट,5
6,scwiigxp5,"ग्रामीण,सशक्तिकरण",6
6,scwiigxp5,अधिग्राहण,7
6,scwiigxp5,तरुवर,8
6,scwiigxp5,"विलम्ब,अड़चने,ज्योतिषीय",9
6,scwiigxp5,आखिर,10
6,scwiigxp5,"घबराता,बस्ता",11
6,scwiigxp5,,12
6,scwiigxp5,फौरन,13
6,scwiigxp5,माँगेंगी,14
6,scwiigxp5,शीतल,15
6,scwiigxp5,"व्यापार,उपहार,जंगलड़ाई",16
6,scwiigxp5,,17
6,scwiigxp5,,18
6,scwiigxp5,,19
6,scwiigxp5,लहराए,20
6,scwiigxp5,प्रजाति,21
6,scwiigxp5,छाप,22
6,scwiigxp5,,23
6,scwiigxp5,,24
6,scwiigxp5,"विशाल,समाजशास्त्रियों,संगठन",25
6,scwiigxp5,"प्रोटीन,प्रोटीन",26
6,scwiigxp5,"प्रोटीन,उपयुक्त,प्रोटीन",27
6,scwiigxp5,"यंत्रों,आविष्कार,लुप्तप्राय",28
6,scwiigxp5,"ई-शिक्षा,प्रणाली",29
6,scwiigxp5,"वास्तुशास्त्र,समृद्धि,प्रतीक",30
6,scwiigxp5,"आयुर्विषययक,औषधियों,विस्तृत,विवरण,अथर्ववेद",31
6,scwiigxp5,स्त्रियों,32
6,scwiigxp5,"ग्रन्थों,अर्हत्,द्रव्यार्थिक,अपेक्षा",33
6,scwiigxp5,"शास्त्र,प्रारंभ",34
6,scwiigxp5,"संदर्भ,प्रक्रिया,प्रगति",35
6,scwiigxp5,"पत्रिका,संपादकों,पत्रकारिता,प्रतिष्ठित",36
6,scwiigxp5,"आर्थिक,संदर्भ,ऋण,पुनर्भुगतान",37
6,scwiigxp5,"लोकप्रिय,वाद्ययंत्र,शास्त्रीय",38
6,scwiigxp5,"खरहारूपी,खरहादृष्ट,स्तनधारी",39
6,scwiigxp5,तिलोत्तमा,40
6,scwiigxp5,,41
6,scwiigxp5,"लँगोट,अखाड़े",42
6,scwiigxp5,बदन,43
6,scwiigxp5,बगलें,44
6,scwiigxp5,"अवधि,प्रेमपात्री,दूषित,अनीति",45
6,scwiigxp5,"भोजनवस्त्र,नातेदारों,आदरसत्कार,आमदनी",46
6,scwiigxp5,"उत्पत्ति,शताब्दियाँ,क्रूर,वासनाओं",47
6,scwiigxp5,"काव्य,रंगशाला,आलोकित",48
6,scwiigxp5,"व्यवस्था,चेष्टा",49
6,scwiigxp5,"फ़ाका,मूँग,दलना",50
6,scwiigxp5,"खटका,सनक",51
6,scwiigxp5,खर्राटों,52
6,scwiigxp5,"सुप्रबंध,दक्षिण,प्रांतों,ओरछे",53
6,scwiigxp5,"कृष्णचन्द्र,बड़ीसेबड़ी",54
6,scwiigxp5,"उत्पन्न,अचिन्त्य",55
6,scwiigxp5,,56
6,scwiigxp5,,57
6,scwiigxp5,,58
6,scwiigxp5,"विद,केयर",59
6,scwiigxp5,सभ्‍य,60
6,scwiigxp5,बदजायका,61
6,scwiigxp5,पनाहगार,62
6,scwiigxp5,"उड़नजहाज,जगैयो",63
6,scwiigxp5,असमर्थ,64
6,scwiigxp5,"अभ्यस्त,माउस",65
6,scwiigxp5,कोड़े,66
6,scwiigxp5,,67
6,scwiigxp5,संदूक,68
6,scwiigxp5,"अर्थाभाव,तुड़ाता",69
6,scwiigxp5,"लिबास,कमोबेश",70
6,scwiigxp5,हिरासत,71
6,scwiigxp5,दिहाड़ी,72
6,scwiigxp5,"यात्रा,निर्वाचन,क्षेत्र",73
6,scwiigxp5,,74
6,scwiigxp5,"फंतासी,संवाद",75
6,scwiigxp5,"व्यापारिक,व्यवहारिक",76
6,scwiigxp5,"प्रवक्ता,आधारहीन,गठबंधन,गुप्त",77
6,scwiigxp5,"पुरंदरे,उद्देश्य",78
6,scwiigxp5,"सिद्घांतका,प्रतिपादन",79
6,scwiigxp5,"हालांकि,आत्मविश्वास,चरम",80
6,scwiigxp5,मेसीमय,81
6,scwiigxp5,स्थानीय,82
6,scwiigxp5,"शोध,पीएचपीटी",83
6,scwiigxp5,"विफल,स्थिरता",84
6,scwiigxp5,"आत्मकथन,विन्यस्त",85
6,scwiigxp5,"निरंकुश,बेड़ी",86
6,scwiigxp5,"उपन्यास,आधुनिक,संदर्भों",87
6,scwiigxp5,"आलोचक,वक्तव्य,मूल्यनिर्णय,रचनात्मक,आकांक्षा,धैर्यपूर्वक",88
6,scwiigxp5,"ग्राम,उपक्रम",89
6,scwiigxp5,"सर्जनशील,कथाकृति,श्‍यामास्‍वप्‍न,नावेल",90
6,scwiigxp5,दुर्गति,91
6,scwiigxp5,प्रेस्टीज,92
6,scwiigxp5,"प्राकृतिक,सौंदर्य,कंकरीट",93
6,scwiigxp5,लोकतंत्र,94
6,scwiigxp5,"परिभाषा,नेस्तनाबूद",95
6,scwiigxp5,"किस्सागोई,पर्यवेक्षण,विश्वसनीय,प्रस्तुत",96
6,scwiigxp5,"तास्का,कालांतर,ग्राम्शी,संघर्षपूर्ण,अभियानों",97
6,scwiigxp5,"मानीखेज,केंद्रित,सृजनशीलता,ग्रामोन्मुख,जातीय",98
6,scwiigxp5,"पात्र,सशक्त",99
7,secwvigenp1,रणथम्भौर,0
7,secwvigenp1,,1
7,secwvigenp1,,2
7,secwvigenp1,,3
7,secwvigenp1,"फॉउंडेशन,निःशुल्क",4
7,secwvigenp1,सम्पुट,5
7,secwvigenp1,,6
7,secwvigenp1,अधिग्राहण,7
7,secwvigenp1,,8
7,secwvigenp1,"विलम्ब,ज्योतिषीय",9
7,secwvigenp1,,10
7,secwvigenp1,विश्वास,11
7,secwvigenp1,फेंकनी,12
7,secwvigenp1,,13
7,secwvigenp1,,14
7,secwvigenp1,,15
7,secwvigenp1,जुड़,16
7,secwvigenp1,घबड़ाना,17
7,secwvigenp1,रगड़ने,18
7,secwvigenp1,,19
7,secwvigenp1,"कलाबाजियाँ,झूलें,बढ़ाएँ",20
7,secwvigenp1,खड़े,21
7,secwvigenp1,गोलाईदार,22
7,secwvigenp1,तुम्‍हें,23
7,secwvigenp1,कूदें-फाँदें,24
7,secwvigenp1,अंतर्भाव,25
7,secwvigenp1,,26
7,secwvigenp1,"परम्परागत,विज्ञान",27
7,secwvigenp1,इन्हीं,28
7,secwvigenp1,"नैराश्य,असंपृक्तता,द्वंद्व,विद्वेषजनित,मनोवृत्तियों",29
7,secwvigenp1,"संस्थाओं,इस्कॉन,भिन्नताएँ",30
7,secwvigenp1,"आक्साइड,इन्फ्रारेड,एक्टिव,आक्साइड",31
7,secwvigenp1,"प्रौद्योगिकी,प्रौद्योगिकी",32
7,secwvigenp1,,33
7,secwvigenp1,"क्रिप्टोग्राफ़ी,इकाई,प्रतिस्थापन",34
7,secwvigenp1,प्रोत्साहन,35
7,secwvigenp1,,36
7,secwvigenp1,उद्गम,37
7,secwvigenp1,सौभाग्यवर्धक,38
7,secwvigenp1,संक्षिप्तीकरण,39
7,secwvigenp1,"हुक्म,वक्त",40
7,secwvigenp1,,41
7,secwvigenp1,मुसाहबों,42
7,secwvigenp1,व्रतधारियों,43
7,secwvigenp1,,44
7,secwvigenp1,झोपड़ी,45
7,secwvigenp1,घायल,46
7,secwvigenp1,,47
7,secwvigenp1,,48
7,secwvigenp1,परन्तु,49
7,secwvigenp1,हुक्म,50
7,secwvigenp1,"मुहल्ले,मुहल्ले",51
7,secwvigenp1,,52
7,secwvigenp1,,53
7,secwvigenp1,,54
7,secwvigenp1,राष्ट्रीय,55
7,secwvigenp1,बाँहोंमें,56
7,secwvigenp1,विस्फोट,57
7,secwvigenp1,,58
7,secwvigenp1,,59
7,secwvigenp1,,60
7,secwvigenp1,"संस्कारित,बड़बड़ाहट,पिछड़ा",61
7,secwvigenp1,,62
7,secwvigenp1,झाड़ू,63
7,secwvigenp1,,64
7,secwvigenp1,बूढ़ा,65
7,secwvigenp1,व्यग्रता,66
7,secwvigenp1,,67
7,secwvigenp1,,68
7,secwvigenp1,,69
7,secwvigenp1,,70
7,secwvigenp1,,71
7,secwvigenp1,पुस्तिकाओं,72
7,secwvigenp1,अर्थव्यवस्था,73
7,secwvigenp1,,74
7,secwvigenp1,,75
7,secwvigenp1,फ़ाइट,76
7,secwvigenp1,गिरफ़्तार,77
7,secwvigenp1,,78
7,secwvigenp1,,79
7,secwvigenp1,,80
7,secwvigenp1,सिफारिश,81
7,secwvigenp1,शुरू,82
7,secwvigenp1,,83
7,secwvigenp1,,84
7,secwvigenp1,,85
7,secwvigenp1,,86
7,secwvigenp1,"उद्देश्य,पितृसत्तात्मक",87
7,secwvigenp1,,88
7,secwvigenp1,विश्वासघात,89
7,secwvigenp1,,90
7,secwvigenp1,ढाँचे,91
7,secwvigenp1,"उपेक्षा,अपेक्षा",92
7,secwvigenp1,ढँक,93
7,secwvigenp1,,94
7,secwvigenp1,पेंटिंग्स,95
7,secwvigenp1,बढ़ाएगा,96
7,secwvigenp1,,97
7,secwvigenp1,दुर्व्यवहार,98
7,secwvigenp1,बल्कि,99
7,secwvigenp2,,0
7,secwvigenp2,"निर्मित,अद्वितीय,कलाकृतियों",1
7,secwvigenp2,"वैविध्य,सौंदर्य,वैविध्यों,आंतरिक,अतुल्य",2
7,secwvigenp2,,3
7,secwvigenp2,"निःशुल्क,वितरण,एवं,नर्मदा",4
7,secwvigenp2,"समस्त,योगाभ्यास,पठन,सम्पुट",5
7,secwvigenp2,ग्रामीण,6
7,secwvigenp2,अधिग्राहण,7
7,secwvigenp2,,8
7,secwvigenp2,विलम्ब,9
7,secwvigenp2,,10
7,secwvigenp2,,11
7,secwvigenp2,,12
7,secwvigenp2,,13
7,secwvigenp2,,14
7,secwvigenp2,,15
7,secwvigenp2,सूत,16
7,secwvigenp2,,17
7,secwvigenp2,,18
7,secwvigenp2,,19
7,secwvigenp2,पेंग,20
7,secwvigenp2,,21
7,secwvigenp2,,22
7,secwvigenp2,,23
7,secwvigenp2,कूदें-फाँदें,24
7,secwvigenp2,"वाद्य,नृत्य,अंतर्भाव",25
7,secwvigenp2,जलवाष्प,26
7,secwvigenp2,"परम्परागत,एवं",27
7,secwvigenp2,पर्यटन,28
7,secwvigenp2,"सेवार्थी,कुंठा,नैराश्य,हीनता,असंपृक्तता,भावग्रंथियों,द्वंद्व,विद्वेषजनित,आक्रमणात्मक,मनोवृत्तियों,परित्याग",29
7,secwvigenp2,"प्रवासियों,भिन्नताएँ",30
7,secwvigenp2,पूर्णतया,31
7,secwvigenp2,"प्रौद्योगिकी,शोधों,प्रौद्योगिकी",32
7,secwvigenp2,"संचालन,पात्रों,पात्रों,गुण-दोष",33
7,secwvigenp2,"कूट,विशिष्ट,इकाई,कूट,प्रतिस्थापन",34
7,secwvigenp2,लेखे,35
7,secwvigenp2,,36
7,secwvigenp2,"पुर्तगाली,उद्गम",37
7,secwvigenp2,सौभाग्यवर्धक,38
7,secwvigenp2,"अभिलेखों,पृष्ठीकरण,संशोधन,संक्षिप्तीकरण,मांगालिक,चिहों",39
7,secwvigenp2,,40
7,secwvigenp2,जनमुरीदी,41
7,secwvigenp2,मुसाहबों,42
7,secwvigenp2,व्रतधारियों,43
7,secwvigenp2,,44
7,secwvigenp2,"विनोद,क्रीड़ा",45
7,secwvigenp2,,46
7,secwvigenp2,आनंदी,47
7,secwvigenp2,,48
7,secwvigenp2,"कुल,स्वामिनी,दुर्भाग्य...!\n",49
7,secwvigenp2,,50
7,secwvigenp2,शोहदों,51
7,secwvigenp2,"बेचन,गाँठ",52
7,secwvigenp2,,53
7,secwvigenp2,वृद्धा,54
7,secwvigenp2,"यज्ञ,आहुति",55
7,secwvigenp2,,56
7,secwvigenp2,कासा,57
7,secwvigenp2,,58
7,secwvigenp2,खाट,59
7,secwvigenp2,,60
7,secwvigenp2,"मुखर,पिछड़ा",61
7,secwvigenp2,,62
7,secwvigenp2,"बनिहारिन,दालान,बुहार",63
7,secwvigenp2,पिपियाता,64
7,secwvigenp2,,65
7,secwvigenp2,व्यग्रता,66
7,secwvigenp2,,67
7,secwvigenp2,"सँकरे,खोह,उचाटपन",68
7,secwvigenp2,निर्जीव,69
7,secwvigenp2,"अंश,संपादित",70
7,secwvigenp2,,71
7,secwvigenp2,अभ्यास,72
7,secwvigenp2,"अकुशल,अर्थव्यवस्था",73
7,secwvigenp2,,74
7,secwvigenp2,,75
7,secwvigenp2,,76
7,secwvigenp2,,77
7,secwvigenp2,कार्यकर्ताओं,78
7,secwvigenp2,,79
7,secwvigenp2,,80
7,secwvigenp2,,81
7,secwvigenp2,,82
7,secwvigenp2,,83
7,secwvigenp2,मतदाताओं,84
7,secwvigenp2,,85
7,secwvigenp2,,86
7,secwvigenp2,"साहचर्य,पितृसत्तात्मक,अवधारणा",87
7,secwvigenp2,"निरंतर,निरंतर,रचबस",88
7,secwvigenp2,"आत्मीयजन,विश्वासघात",89
7,secwvigenp2,,90
7,secwvigenp2,जीवंतता,91
7,secwvigenp2,"अपेक्षा,पिछड़ी",92
7,secwvigenp2,"निहित,भावुकता",93
7,secwvigenp2,"सृष्टि,वरण",94
7,secwvigenp2,"ज्ञानरंजन,स्मृतियाँ,प्रभावलहरियों",95
7,secwvigenp2,"विचलन,मर्मांतक,सक्रियताओं,निर्धारण",96
7,secwvigenp2,भोथरी,97
7,secwvigenp2,"त्रस्त,दुर्व्यवहार",98
7,secwvigenp2,,99
7,secwvigenp3,,0
7,secwvigenp3,अद्वितीय,1
7,secwvigenp3,"वैविध्य,वैविध्यों",2
7,secwvigenp3,,3
7,secwvigenp3,वितरण,4
7,secwvigenp3,सम्पुट,5
7,secwvigenp3,,6
7,secwvigenp3,अधिग्राहण,7
7,secwvigenp3,,8
7,secwvigenp3,,9
7,secwvigenp3,,10
7,secwvigenp3,,11
7,secwvigenp3,,12
7,secwvigenp3,गर,13
7,secwvigenp3,,14
7,secwvigenp3,,15
7,secwvigenp3,,16
7,secwvigenp3,घबड़ाना,17
7,secwvigenp3,,18
7,secwvigenp3,,19
7,secwvigenp3,कलाबाजियाँ,20
7,secwvigenp3,,21
7,secwvigenp3,,22
7,secwvigenp3,,23
7,secwvigenp3,,24
7,secwvigenp3,,25
7,secwvigenp3,जलवाष्प,26
7,secwvigenp3,,27
7,secwvigenp3,,28
7,secwvigenp3,"भावग्रंथियों,आक्रमणात्मक,मनोवृत्तियों",29
7,secwvigenp3,,30
7,secwvigenp3,,31
7,secwvigenp3,"प्रौद्योगिकी,प्रौद्योगिकी",32
7,secwvigenp3,,33
7,secwvigenp3,प्रतिस्थापन,34
7,secwvigenp3,,35
7,secwvigenp3,,36
7,secwvigenp3,,37
7,secwvigenp3,,38
7,secwvigenp3,मांगालिक,39
7,secwvigenp3,,40
7,secwvigenp3,जनमुरीदी,41
7,secwvigenp3,,42
7,secwvigenp3,,43
7,secwvigenp3,,44
7,secwvigenp3,,45
7,secwvigenp3,,46
7,secwvigenp3,,47
7,secwvigenp3,,48
7,secwvigenp3,,49
7,secwvigenp3,,50
7,secwvigenp3,,51
7,secwvigenp3,बेचन,52
7,secwvigenp3,स्त्री,53
7,secwvigenp3,,54
7,secwvigenp3,,55
7,secwvigenp3,,56
7,secwvigenp3,,57
7,secwvigenp3,,58
7,secwvigenp3,खाट,59
7,secwvigenp3,,60
7,secwvigenp3,,61
7,secwvigenp3,,62
7,secwvigenp3,,63
7,secwvigenp3,"पिपियाता,पपैया",64
7,secwvigenp3,,65
7,secwvigenp3,व्यग्रता,66
7,secwvigenp3,,67
7,secwvigenp3,उचाटपन,68
7,secwvigenp3,,69
7,secwvigenp3,,70
7,secwvigenp3,,71
7,secwvigenp3,,72
7,secwvigenp3,,73
7,secwvigenp3,,74
7,secwvigenp3,,75
7,secwvigenp3,,76
7,secwvigenp3,,77
7,secwvigenp3,,78
7,secwvigenp3,,79
7,secwvigenp3,,80
7,secwvigenp3,,81
7,secwvigenp3,,82
7,secwvigenp3,,83
7,secwvigenp3,,84
7,secwvigenp3,,85
7,secwvigenp3,,86
7,secwvigenp3,"छंद,पितृसत्तात्मक",87
7,secwvigenp3,,88
7,secwvigenp3,आत्मीयजन,89
7,secwvigenp3,,90
7,secwvigenp3,,91
7,secwvigenp3,,92
7,secwvigenp3,लोकप्रिय,93
7,secwvigenp3,,94
7,secwvigenp3,"प्रभावलहरियों,एकमेक",95
7,secwvigenp3,मर्मांतक,96
7,secwvigenp3,भोथरी,97
7,secwvigenp3,त्रस्त,98
7,secwvigenp3,कहानीपन,99
7,secwvigenp4,रणथम्भौर,0
7,secwvigenp4,"आकर्षक,अद्वितीय,कलाकृतियों",1
7,secwvigenp4,"सांस्कृतिक,वैविध्य,वैविध्यों,ऐक्य,विशिष्टता",2
7,secwvigenp4,,3
7,secwvigenp4,"ट्राय,निःशुल्क",4
7,secwvigenp4,"योगाभ्यास,सम्पुट",5
7,secwvigenp4,सशक्तिकरण,6
7,secwvigenp4,अधिग्राहण,7
7,secwvigenp4,तरुवर,8
7,secwvigenp4,,9
7,secwvigenp4,,10
7,secwvigenp4,,11
7,secwvigenp4,,12
7,secwvigenp4,गर,13
7,secwvigenp4,मशक्कत,14
7,secwvigenp4,,15
7,secwvigenp4,सूत,16
7,secwvigenp4,भाशण,17
7,secwvigenp4,,18
7,secwvigenp4,,19
7,secwvigenp4,"कलाबाजियाँ,पेंग",20
7,secwvigenp4,,21
7,secwvigenp4,गोलाईदार,22
7,secwvigenp4,,23
7,secwvigenp4,,24
7,secwvigenp4,"वाद्य,अंतर्भाव",25
7,secwvigenp4,जलवाष्प,26
7,secwvigenp4,परम्परागत,27
7,secwvigenp4,पर्यटन,28
7,secwvigenp4,"नैराश्य,असंपृक्तता,भावग्रंथियों,द्वंद्व,विद्वेषजनित,आक्रमणात्मक",29
7,secwvigenp4,"आक्साइड,इन्फ्रारेड,पूर्णतया",31
7,secwvigenp4,प्रौद्योगिकी,32
7,secwvigenp4,संचालन,33
7,secwvigenp4,"क्रिप्टोग्राफ़ी,प्रतिस्थापन",34
7,secwvigenp4,प्रोत्साहन,35
7,secwvigenp4,,36
7,secwvigenp4,उद्गम,37
7,secwvigenp4,,38
7,secwvigenp4,पृष्ठीकरण,39
7,secwvigenp4,,40
7,secwvigenp4,जनमुरीदी,41
7,secwvigenp4,कहामैं,42
7,secwvigenp4,व्रतधारियों,43
7,secwvigenp4,,44
7,secwvigenp4,,45
7,secwvigenp4,,46
7,secwvigenp4,,47
7,secwvigenp4,,48
7,secwvigenp4,स्वामिनी,49
7,secwvigenp4,,50
7,secwvigenp4,शोहदों,51
7,secwvigenp4,,52
7,secwvigenp4,,53
7,secwvigenp4,,54
7,secwvigenp4,,55
7,secwvigenp4,भींचकर,56
7,secwvigenp4,भींचकर,56
7,secwvigenp4,,57
7,secwvigenp4,,58
7,secwvigenp4,,59
7,secwvigenp4,,60
7,secwvigenp4,मुखर,61
7,secwvigenp4,,62
7,secwvigenp4,"दालान,बुहार",63
7,secwvigenp4,पिपियाता,64
7,secwvigenp4,,65
7,secwvigenp4,व्यग्रता,66
7,secwvigenp4,"मीनारों,कोहरा",67
7,secwvigenp4,,68
7,secwvigenp4,,69
7,secwvigenp4,संपादित,70
7,secwvigenp4,,71
7,secwvigenp4,,72
7,secwvigenp4,,72
7,secwvigenp4,,73
7,secwvigenp4,,74
7,secwvigenp4,,75
7,secwvigenp4,,76
7,secwvigenp4,,77
7,secwvigenp4,,78
7,secwvigenp4,,79
7,secwvigenp4,,80
7,secwvigenp4,,81
7,secwvigenp4,,82
7,secwvigenp4,क्षेत्रीय,83
7,secwvigenp4,मतदाताओं,84
7,secwvigenp4,,85
7,secwvigenp4,,86
7,secwvigenp4,पितृसत्तात्मक,87
7,secwvigenp4,रचबस,88
7,secwvigenp4,स्वजातीय,89
7,secwvigenp4,,90
7,secwvigenp4,,91
7,secwvigenp4,,92
7,secwvigenp4,,93
7,secwvigenp4,,94
7,secwvigenp4,प्रभावलहरियों,95
7,secwvigenp4,मर्मांतक,96
7,secwvigenp4,भोथरी,97
7,secwvigenp4,,98
7,secwvigenp4,,99
7,secwvigenp5,वन,0
7,secwvigenp5,"निर्मित,कलाकृतियों",1
7,secwvigenp5,"वैविध्य,वैविध्यों,ऐक्य,विशिष्टता",2
7,secwvigenp5,,3
7,secwvigenp5,"निःशुल्क,वितरण",4
7,secwvigenp5,"समस्त,सम्पुट",5
7,secwvigenp5,सशक्तिकरण,6
7,secwvigenp5,अधिग्राहण,7
7,secwvigenp5,तरुवर,8
7,secwvigenp5,विलम्ब,9
7,secwvigenp5,,10
7,secwvigenp5,विलायत,11
7,secwvigenp5,,12
7,secwvigenp5,,13
7,secwvigenp5,मशक्कत,14
7,secwvigenp5,,15
7,secwvigenp5,,16
7,secwvigenp5,,17
7,secwvigenp5,,18
7,secwvigenp5,,19
7,secwvigenp5,पेंग,20
7,secwvigenp5,,21
7,secwvigenp5,,22
7,secwvigenp5,,23
7,secwvigenp5,,24
7,secwvigenp5,वाद्य,25
7,secwvigenp5,जलवाष्प,26
7,secwvigenp5,परम्परागत,27
7,secwvigenp5,,28
7,secwvigenp5,"दुर्बलताओं,कुंठा,असहायता,असंपृक्तता,भावग्रंथियों,विद्वेषजनित,मनोवृत्तियों",29
7,secwvigenp5,,30
7,secwvigenp5,,31
7,secwvigenp5,"प्रौद्योगिकी,प्रौद्योगिकी",32
7,secwvigenp5,,33
7,secwvigenp5,"कूट,कूट,कूट,प्रतिस्थापन",34
7,secwvigenp5,,35
7,secwvigenp5,,36
7,secwvigenp5,उद्गम,37
7,secwvigenp5,सौभाग्यवर्धक,38
7,secwvigenp5,"संशोधन,संक्षिप्तीकरण,चिहों",39
7,secwvigenp5,,40
7,secwvigenp5,,41
7,secwvigenp5,,42
7,secwvigenp5,व्रतधारियों,43
7,secwvigenp5,,44
7,secwvigenp5,क्रीड़ा,45
7,secwvigenp5,,46
7,secwvigenp5,,47
7,secwvigenp5,,48
7,secwvigenp5,स्वामिनी,49
7,secwvigenp5,,50
7,secwvigenp5,शोहदों,51
7,secwvigenp5,,52
7,secwvigenp5,,53
7,secwvigenp5,,54
7,secwvigenp5,,55
7,secwvigenp5,,56
7,secwvigenp5,,57
7,secwvigenp5,,58
7,secwvigenp5,,59
7,secwvigenp5,,60
7,secwvigenp5,बड़बड़ाहट,61
7,secwvigenp5,,62
7,secwvigenp5,बनिहारिन,63
7,secwvigenp5,पिपियाता,64
7,secwvigenp5,,65
7,secwvigenp5,व्यग्रता,66
7,secwvigenp5,,67
7,secwvigenp5,"सँकरे,उचाटपन",68
7,secwvigenp5,,69
7,secwvigenp5,संपादित,70
7,secwvigenp5,,71
7,secwvigenp5,,72
7,secwvigenp5,अकुशल,73
7,secwvigenp5,,74
7,secwvigenp5,,75
7,secwvigenp5,,76
7,secwvigenp5,,77
7,secwvigenp5,,78
7,secwvigenp5,,79
7,secwvigenp5,,80
7,secwvigenp5,,81
7,secwvigenp5,,82
7,secwvigenp5,,83
7,secwvigenp5,,84
7,secwvigenp5,,85
7,secwvigenp5,,86
7,secwvigenp5,"साहचर्य,पितृसत्तात्मक,अवधारणा",87
7,secwvigenp5,,88
7,secwvigenp5,"स्वजातीय,आत्मीयजन",89
7,secwvigenp5,,90
7,secwvigenp5,जीवंतता,91
7,secwvigenp5,,92
7,secwvigenp5,निहित,93
7,secwvigenp5,,94
7,secwvigenp5,"स्मृतियाँ,प्रभावलहरियों",95
7,secwvigenp5,"मर्मांतक,सक्रियताओं",96
7,secwvigenp5,भोथरी,97
7,secwvigenp5,,98
7,secwvigenp5,,99
17,sevcwenteigenp1,,0
17,sevcwenteigenp1,,1
17,sevcwenteigenp1,"वैविध्य,वैविध्यों",2
17,sevcwenteigenp1,त्वचा,3
17,sevcwenteigenp1,फॉउंडेशन,4
17,sevcwenteigenp1,सम्पुट,5
17,sevcwenteigenp1,,6
17,sevcwenteigenp1,अधिग्राहण,7
17,sevcwenteigenp1,तरुवर,8
17,sevcwenteigenp1,अड़चने,9
17,sevcwenteigenp1,होहल्‍ला,10
17,sevcwenteigenp1,,11
17,sevcwenteigenp1,,12
17,sevcwenteigenp1,,13
17,sevcwenteigenp1,जुलाहे,14
17,sevcwenteigenp1,,15
17,sevcwenteigenp1,,16
17,sevcwenteigenp1,,17
17,sevcwenteigenp1,,18
17,sevcwenteigenp1,सिद्धान्‍त,19
17,sevcwenteigenp1,,20
17,sevcwenteigenp1,,21
17,sevcwenteigenp1,,22
17,sevcwenteigenp1,,23
17,sevcwenteigenp1,,24
17,sevcwenteigenp1,एधास्तर,25
17,sevcwenteigenp1,प्रकार,26
17,sevcwenteigenp1,लकज़री,27
17,sevcwenteigenp1,,28
17,sevcwenteigenp1,,29
17,sevcwenteigenp1,"आम्र,मंजरी",30
17,sevcwenteigenp1,क़त्ले,31
17,sevcwenteigenp1,,32
17,sevcwenteigenp1,उल्का,33
17,sevcwenteigenp1,प्रशासन,34
17,sevcwenteigenp1,,35
17,sevcwenteigenp1,"परिक्रमा,परिक्रमा",36
17,sevcwenteigenp1,स्लेटी,37
17,sevcwenteigenp1,निर्धारित,38
17,sevcwenteigenp1,समृद्धि,39
17,sevcwenteigenp1,तिरछी,40
17,sevcwenteigenp1,,41
17,sevcwenteigenp1,कदाचित्,42
17,sevcwenteigenp1,,43
17,sevcwenteigenp1,मुट्ठी,44
17,sevcwenteigenp1,,45
17,sevcwenteigenp1,तत्पश्चात्,46
17,sevcwenteigenp1,,47
17,sevcwenteigenp1,,48
17,sevcwenteigenp1,,49
17,sevcwenteigenp1,,50
17,sevcwenteigenp1,,51
17,sevcwenteigenp1,,52
17,sevcwenteigenp1,,53
17,sevcwenteigenp1,,54
17,sevcwenteigenp1,,55
17,sevcwenteigenp1,,56
17,sevcwenteigenp1,हाफिज,57
17,sevcwenteigenp1,,58
17,sevcwenteigenp1,,59
17,sevcwenteigenp1,,60
17,sevcwenteigenp1,,61
17,sevcwenteigenp1,,62
17,sevcwenteigenp1,श्रेयस्कर,63
17,sevcwenteigenp1,शिवराज,64
17,sevcwenteigenp1,स्त्रियों,65
17,sevcwenteigenp1,,66
17,sevcwenteigenp1,,67
17,sevcwenteigenp1,स्यालकोट,68
17,sevcwenteigenp1,बदहवास,69
17,sevcwenteigenp1,,70
17,sevcwenteigenp1,सैरगाह,71
17,sevcwenteigenp1,,72
17,sevcwenteigenp1,अधिभार,73
17,sevcwenteigenp1,अभियुक्तों,74
17,sevcwenteigenp1,"हज़ारीबाग,चौपारण",75
17,sevcwenteigenp1,,76
17,sevcwenteigenp1,तौफीक,77
17,sevcwenteigenp1,,78
17,sevcwenteigenp1,,79
17,sevcwenteigenp1,एशियाई,80
17,sevcwenteigenp1,द्विपक्षीय,81
17,sevcwenteigenp1,,82
17,sevcwenteigenp1,संसद,83
17,sevcwenteigenp1,आमदनी,84
17,sevcwenteigenp1,कर्कश,85
17,sevcwenteigenp1,ध्वन्यात्मकता,86
17,sevcwenteigenp1,प्रकार,87
17,sevcwenteigenp1,,88
17,sevcwenteigenp1,,89
17,sevcwenteigenp1,मछलियों,90
17,sevcwenteigenp1,मार्क्सवाद,91
17,sevcwenteigenp1,सड़ांध,92
17,sevcwenteigenp1,,93
17,sevcwenteigenp1,संवेदनाओं,94
17,sevcwenteigenp1,संस्कृति,95
17,sevcwenteigenp1,गहमरी,96
17,sevcwenteigenp1,शब्दाडंबर,97
17,sevcwenteigenp1,नागार्जुन,98
17,sevcwenteigenp1,उपदेशों,99
17,sevcwenteigenp2,,0
17,sevcwenteigenp2,अद्वितीय,1
17,sevcwenteigenp2,"वैविध्य,आंतरिक",2
17,sevcwenteigenp2,,3
